target_id	length	eff_length	est_counts	tpm
b0917	183	8.05699	0	0
b0918	747	248	3	64.2321
b0919	894	395	2	26.8853
b0920	780	281	3	56.6888
b0921	786	287	19	351.524
b0922	1323	824	4	25.776
b0923	705	206.004	3	77.3264
b0924	4461	3962	89	119.277
b0925	1848	1349	13	51.1698
b0926	549	64.5658	17	1398.07
b0927	648	149.243	14	498.101
b0928	1191	692	7	53.7124
b0929	1089	590	65	584.984
b0930	1401	902	194	1142.03
b0931	1203	704	45	339.408
b0932	2613	2114	49	123.076
b0933	768	269	0	0
b0934	792	293	0	0
b0935	1146	647	0	0
b0936	960	461	0	0
b0937	576	83.6041	0	0
b0938	540	59.1642	0	0
b0939	702	203.005	0	0
b0940	2601	2102	2	5.05219
b0941	1071	572	0	0
b0942	543	60.9118	0	0
b0943	516	47.0179	0	0
b0944	711	212.003	0	0
b0945	1011	512	18	186.675
b0946	543	60.9118	0	0
b0947	1110	611	19	165.118
b0948	2109	1610	64	211.075
b0949	1908	1409	65	244.954
b0950	1254	755	5	35.1646
b0951	1641	1142	23	106.941
b0952	564	74.6286	6	426.902
b0953	168	7.743	0	0
b0954	519	48.3653	9	988.078
b0955	1761	1262	42	176.715
b0956	453	27.47	0	0
b0957	1041	542	2714	26588.5
b0958	510	44.4593	5	597.158
b0959	630	131.665	1	40.3286
b0960	2154	1655	14	44.9172
b0961	447	26.2683	0	0
b0962	2055	1556	17	58.0126
b0963	459	28.7601	0	0
b0964	663	164.095	0	0
b0965	414	20.9541	0	0
b0966	318	12.7153	0	0
b0967	1191	692	53	406.68
b0968	279	10.9009	0	0
b0969	330	13.3957	0	0
b0970	660	161.116	42	1384.19
b0971	88	6.42162	0	0
b0972	1119	620	1	8.56428
b0973	1794	1295	0	0
b0974	708	209.003	0	0
b0975	588	93.3306	0	0
b0976	399	19.1073	0	0
b0977	858	359	1	14.7907
b0978	1545	1046	1	5.07634
b0979	1137	638	0	0
b4592	93	6.49021	0	0
b0980	1299	800	1	6.63732
b0981	2181	1682	4	12.6275
b0982	447	26.2683	0	0
b0983	1140	641	0	0
b0984	2097	1598	0	0
b0985	747	248	0	0
b0986	645	146.29	0	0
b0987	306	12.0979	0	0
b4516	276	10.782	0	0
b0988	504	42.0749	0.5	63.1001
b0989	213	8.77069	0	0
b0990	213	8.77069	0	0
b0991	231	9.26429	0	0
b4517	174	7.86552	0	0
b0992	1074	575	0	0
b0993	2745	2246	0	0
b0994	1029	530	0	0
b0995	693	194.011	8	218.951
b0996	1173	674	0	0
b0997	2547	2048	0	0
b0998	600	103.706	0	0
b0999	306	12.0979	0	0
b1000	921	422	11	138.409
b1001	1257	758	2	14.0102
b1002	1242	743	5	35.7325
b1003	228	9.17816	0	0
b1004	597	101.058	0	0
b4518	174	7.86552	0	0
b1006	1329	830	0	0
b1007	495	38.8032	0	0
b1008	591	95.8682	0	0
b1009	801	302	0	0
b1010	387	17.824	0	0
b1011	693	194.011	0	0
b1012	1149	650	0	0
b1013	639	140.408	2	75.6346
b1014	3963	3464	4	6.13147
b1015	1509	1010	3	15.7718
b4490	831	332	5	79.9677
b1018	1128	629	36	303.903
b1019	1272	773	21	144.252
b1020	1065	566	1	9.38137
b1021	414	20.9541	0	0
b1022	1326	827	1	6.42062
b1023	2019	1520	2	6.98665
b1024	2424	1925	1	2.75837
b1025	1359	860	6	37.0455
b1026	867	368	0.2	2.88579
b1027	300	11.8104	0	0
b1028	342	14.1482	0	0
b1029	987	488	0	0
b1032	88	6.42162	0	0
b1033	939	440	4	48.2714
b1034	738	239	14	311.037
b1035	555	68.4326	3	232.778
b1036	492	37.7891	0	0
b1037	834	335	0	0
b1038	417	21.3604	0	0
b1039	390	18.1303	0	0
b1040	651	152.203	1	34.8867
b1041	456	28.1035	0	0
b1042	456	28.1035	0	0
b1043	333	13.5766	0	0
b1044	312	12.3992	0	0
b1045	534	55.826	0	0
b1046	1422	923	1	5.75282
b1047	1158	659	15	120.862
b1048	1536	1037	103	527.401
b1049	2544	2045	82	212.914
b1050	228	9.17816	0	0
b1051	375	16.6861	0	0
b1053	1227	728	0	0
b1054	921	422	20	251.652
b1055	1053	554	55	527.152
b1056	576	83.6041	1	63.5119
b1057	567	76.7977	1	69.1408
b1058	141	7.23733	0	0
b1059	1119	620	20	171.286
b1060	255	10.0165	0	0
b1061	246	9.72054	0	0
b1062	1047	548	17	164.722
b1063	561	72.511	1	73.2283
b1064	648	149.243	4	142.315
b1065	1209	710	0	0
b1066	585	90.8337	5	292.284
b1067	648	149.243	9	320.208
b1068	924	425	4	49.9751
b1069	1536	1037	9	46.0836
b1070	417	21.3604	0	0
b1071	294	11.5358	0	0
b1072	660	161.116	1	32.9568
b1073	417	21.3604	0	0
b1074	405	19.811	0	0
b1075	696	197.009	0	0
b1076	1209	710	0	0
b1077	756	257	0	0
b1078	783	284	1	18.6967
b1079	699	200.007	0	0
b1080	1098	599	0	0
b1081	942	443	0	0
b1082	1644	1145	1	4.63743
b1083	954	455	0	0
b1084	3186	2687	136	268.753
b1085	321	12.8791	0	0
b1086	960	461	21	241.881
b1087	585	90.8337	8	467.655
b1088	522	49.7597	51	5442.21
b1089	174	7.86552	0	0
b1090	1071	572	29	269.206
b1091	954	455	8	93.3601
b1092	930	431	117	1441.42
b1093	735	236	33	742.479
b1094	237	9.44154	0	0
b1095	1242	743	329	2351.2
b1096	810	311	1	17.0735
b1097	1023	524	6	60.7999
b1098	642	143.344	5	185.213
b1099	1005	506	6	62.9627
b1100	798	299	13	230.863
b1101	1434	935	22	124.938
b1102	2190	1691	8	25.1205
b1103	360	15.4367	0	0
b1104	378	16.9581	0	0
b1105	642	143.344	3	111.128
b1106	825	326	1	16.2879
b1107	1026	527	13	130.983
b1108	543	60.9118	13	1133.25
b1109	1305	806	11	72.467
b1110	540	59.1642	0	0
b1111	633	134.567	1	39.4589
b1112	258	10.1192	0	0
b1113	963	464	1	11.4437
b1114	3447	2948	41	73.8481
b1115	1074	575	2	18.4691
b1116	1200	701	28	212.091
b1117	702	203.005	7	183.094
b1118	1245	746	15	106.767
b1119	912	413	9	115.711
b1120	729	230.001	13	300.122
b1121	789	290	1	18.3098
b1122	462	29.4405	0	0
b1123	1047	548	36	348.823
b1124	795	296	1	17.9387
b1125	828	329	3	48.4181
b1126	1137	638	28	233.034
b1127	1227	728	6	43.7625
b1128	1122	623	35	298.306
b1129	1461	962	18	99.3528
b1130	672	173.052	2	61.3672
b1131	1371	872	67	407.982
b1132	642	143.344	12	444.512
b1133	1107	608	53	462.866
b1134	462	29.4405	0	0
b1135	654	155.169	4	136.88
b1136	1251	752	81	571.939
b1137	666	167.078	3	95.3421
b1138	705	206.004	8	206.204
b1139	894	395	6	80.656
b1140	1128	629	0	0
b1141	246	9.72054	0	0
b1143	342	14.1482	0	0
b1144	309	12.2468	0	0
b1145	675	176.042	13	392.111
b1146	201	8.47023	0	0
b1147	558	70.4455	1	75.3754
b1148	339	13.9528	0	0
b4692	234	9.35207	0	0
b4693	1134	635	0	0
b1150	183	8.05699	0	0
b1151	412	20.6905	0	0
b1152	780	281	0	0
b1153	585	90.8337	0	0
b1154	630	131.665	0	0
b1155	414	20.9541	0	0
b1156	603	106.387	0	0
b1157	501	40.9449	0	0
b1158	555	68.4326	0	0
b1159	834	335	3	47.5509
b4519	165	7.68321	0	0
b1160	324	13.047	0	0
b1161	405	19.811	0	0
b1162	732	233	8	182.312
b1163	1212	713	0	0
b1164	237	9.44154	0	0
b1165	273	10.6657	0	0
b1166	267	10.4402	0	0
b1167	249	9.81725	0	0
b1168	1524	1025	0	0
b4520	219	8.9292	0	0
b4491	2648	2149	2	4.9417
b1171	330	13.3957	0	0
b1172	345	14.3489	0	0
b4593	174	7.86552	0	0
b4594	186	8.12297	0	0
b4521	345	14.3489	0	0
b1174	267	10.4402	0	0
b1175	813	314	51	862.429
b1176	696	197.009	10	269.524
b1177	369	16.165	0	0
b1178	402	19.4536	0	0
b1179	294	11.5358	0	0
b1180	660	161.116	9	296.611
b1181	462	29.4405	0	0
b1182	912	413	1	12.8568
b1183	420	21.7802	0	0
b1184	1269	770	2	13.7918
b1185	531	54.2343	6	587.435
b1186	1542	1043	13	66.1823
b1187	720	221.001	16	384.422
b1188	1533	1034	3	15.4058
b1189	1299	800	9	59.7359
b1190	1071	572	25	232.074
b1191	1737	1238	6	25.7344
b1192	915	416	7	89.3485
b1193	612	114.607	1	46.3312
b1194	735	236	0	0
b1195	255	10.0165	0	0
b1196	441	25.1479	0	0
b1197	1698	1199	0	0
b1198	1419	920	13	75.0306
b1199	633	134.567	6	236.753
b1200	1071	572	25	232.074
b1201	1920	1421	9	33.6303
b1202	2868	2369	2	4.48278
b1203	1092	593	74	662.613
b1204	585	90.8337	8	467.655
b1205	279	10.9009	0	0
b1206	1680	1181	7	31.4725
b1207	948	449	110	1300.86
b1208	852	353	6	90.2525
b1209	624	125.904	8	337.39
b1210	1257	758	7	49.0356
b1211	1083	584	14	127.291
b1212	834	335	0	0
b1213	393	18.446	0	0
b1214	810	311	27	460.984
b1215	855	356	61	909.835
b4419	108	6.70564	0	0
b4421	108	6.70564	0	0
b4423	108	6.70564	0	0
b1216	1101	602	22	194.048
b1217	231	9.26429	0	0
b1218	696	197.009	1	26.9524
b1219	354	14.9839	0	0
b1220	1395	896	1	5.92618
b1221	651	152.203	15	523.301
b1222	1797	1298	7	28.6356
b1223	1392	893	0	0
b1224	3744	3245	1	1.63632
b1225	1539	1040	0	0
b1226	711	212.003	0	0
b1227	678	179.034	0	0
b1229	90	6.44887	0	0
b1230	85	6.3812	0	0
b1231	85	6.3812	0	0
b1232	843	344	9	138.921
b1233	459	28.7601	3	553.878
b1234	906	407	5	65.2316
b1235	1014	515	2	20.6208
b1236	909	410	73	945.413
b1237	414	20.9541	0	0
b1238	618	120.213	5	220.851
b4573	900	401	0	0
b1241	2676	2177	220	536.595
b1242	648	149.243	1	35.5787
b1243	1632	1133	196	918.563
b1244	921	422	10	125.826
b1245	909	410	24	310.821
b1246	1014	515	42	433.037
b1247	1005	506	37	388.27
b1248	330	13.3957	0	0
b1249	1461	962	14	77.2744
b4595	174	7.86552	0	0
b1250	1254	755	8	56.2634
b1251	297	11.6716	0	0
b1252	720	221.001	25	600.659
b1253	399	19.1073	0	0
b1254	540	59.1642	0	0
b1255	744	245	9	195.056
b1256	639	140.408	0	0
b1257	507	43.2459	0	0
b1258	501	40.9449	0	0
b1259	180	7.99211	0	0
b1260	807	308	2	34.4796
b1261	1194	695	5	38.2004
b1262	1362	863	0	0
b1263	1596	1097	0	0
b1264	1563	1064	0	0
b1265	45	5.88363	0	0
b1266	882	383	3	41.5916
b1267	621	123.049	9	388.37
b1268	1896	1397	6	22.8054
b1269	876	377	8	112.676
b1270	591	95.8682	1	55.387
b1271	759	260	4	81.6901
b1272	1050	551	16	154.188
b1273	252	9.91589	0	0
b1274	2598	2099	137	346.57
b1275	975	476	26	290.034
b4522	165	7.68321	0	0
b4523	168	7.743	0	0
b1276	2676	2177	23	56.0986
b1277	591	95.8682	13	720.031
b1278	765	266	2	39.9237
b1279	309	12.2468	0	0
b1280	1170	671	8	63.3068
b1281	738	239	14	311.037
b1282	327	13.2192	0	0
b1283	219	8.9292	0	0
b1284	750	251	9	190.393
b4596	174	7.86552	0	0
b1285	1986	1487	11	39.2794
b4672	105	6.66135	0	0
b1286	1935	1436	94	347.581
b1287	1128	629	1	8.44174
b1288	789	290	87	1592.96
b1289	354	14.9839	0	0
b1290	807	308	7	120.679
b1291	993	494	13	139.733
b1292	891	392	2	27.0911
b1293	966	467	8	90.9611
b1294	1644	1145	13	60.2866
b1295	246	9.72054	0	0
b1296	1386	887	0	0
b1297	1419	920	0	0
b1298	765	266	1	19.9619
b1299	558	70.4455	1	75.3754
b1300	1488	989	1	5.36891
b1301	1281	782	0	0
b1302	1266	767	0	0
b1303	978	479	2	22.1706
b1304	669	170.064	12	374.673
b1305	225	9.09363	0	0
b1306	360	15.4367	0	0
b1307	222	9.01066	0	0
b1308	315	12.5554	0	0
b1309	1680	1181	1	4.49607
b1310	1293	794	0	0
b1311	882	383	0	0
b1312	843	344	0	0
b1313	1053	554	0	0
b1314	789	290	0	0
b1315	1056	557	0	0
b1316	2268	1769	0	0
b1317	660	161.116	0	0
b4524	1083	584	0	0
b1319	906	407	0	0
b1320	999	500	2	21.2394
b1321	1398	899	1	5.9064
b1322	1062	563	1	9.43136
b1323	1542	1043	33	168.001
b1324	507	43.2459	8	982.262
b1325	966	467	4	45.4806
b1326	729	230.001	2	46.1725
b4525	138	7.18535	0	0
b4673	66	6.13712	0	0
b1327	921	422	0	0
b1328	900	401	2	26.4831
b1329	1614	1115	22	104.768
b1330	1032	533	16	159.395
b1331	1017	518	12.9938	133.196
b1332	258	10.1192	0	0
b1333	951	452	11	129.222
b1334	753	254	89	1860.54
b1335	516	47.0179	0	0
b1336	1527	1028	1	5.16523
b1337	1446	947	1	5.60703
b1338	1311	812	0	0
b1339	909	410	0	0
b1340	564	74.6286	1	71.1504
b1341	1233	734	4	28.9365
b1342	984	485	7	76.6371
b1343	1374	875	4	24.2736
b1344	936	437	32	388.822
b1345	1236	737	0	0
b1346	216	8.84923	0	0
b1347	210	8.69356	0	0
b1348	195	8.32774	0	0
b1349	810	311	1	17.0735
b1350	2601	2102	2	5.05219
b1351	276	10.782	0	0
b4526	171	7.80376	0	0
b1352	222	9.01066	0	0
b1353	489	36.8111	1	144.246
b4527	156	7.50945	0	0
b1355	135	7.13415	0	0
b1356	477	33.2366	0	0
b1357	297	11.6716	0	0
b1358	423	22.2141	0	0
b1359	858	359	0	0
b1360	747	248	0	0
b1361	500	40.5771	0	0
b1362	444	25.6983	0	0
b4528	186	8.12297	0	0
b1363	1458	959	27	149.495
b1365	264	10.331	0	0
b1366	453	27.47	0	0
b1368	933	434	0	0
b4570	400	19.2215	0	0
b1370	981	482	2.05562	22.6453
b1372	3363	2864	0	0
b1373	576	83.6041	0	0
b1374	591	95.8682	0	0
b1375	234	9.35207	0	0
b4638	51	5.95604	0	0
b1376	435	24.1027	0	0
b1377	1134	635	0	0
b1378	3525	3026	205	359.723
b4529	267	10.4402	0	0
b1379	423	22.2141	0	0
b1380	990	491	2	21.6287
b1381	2640	2141	10	24.8008
b1382	186	8.12297	0	0
b1383	327	13.2192	0	0
b1384	906	407	0	0
b1385	1500	1001	0	0
b1386	2274	1775	2	5.98294
b1387	2046	1547	0	0
b1388	930	431	1	12.3198
b1389	288	11.2734	0	0
b1390	747	248	0	0
b1391	498	39.8547	0	0
b1392	1071	572	0	0
b1393	768	269	0	0
b1394	789	290	0	0
b1395	1428	929	1	5.71567
b1396	423	22.2141	0	0
b1397	1206	707	0	0
b1398	1314	815	2	13.0303
b1399	951	452	13	152.717
b1400	591	95.8682	1	55.387
b4674	66	6.13712	0	0
b4492	6063	5564	8	7.63459
b1402	906	407	2.1665	28.2649
b1403	366	15.9154	0	0
b1404	1152	653	0	0
b1406	861	362	0	0
b1407	2307	1808	1	2.93687
b1408	606	109.099	0	0
b1409	897	398	0	0
b1410	1758	1259	3	12.6526
b1411	1293	794	2	13.375
b1412	606	109.099	4	194.681
b1413	3903	3404	22	34.3175
b1414	801	302	8	140.658
b1415	1440	941	12	67.7133
b4493	1002	503	51	538.375
b1418	531	54.2343	0	0
b1419	174	7.86552	0	0
b4428	150	7.39808	0	0
b1420	168	7.743	0	0
b1421	1641	1142	1	4.64961
b1422	924	425	8	99.9502
b1423	1344	845	1	6.28385
b1424	1656	1157	12	55.072
b1426	225	9.09363	0	0
b1427	540	59.1642	2	179.495
b1428	981	482	2	22.0326
b1429	993	494	0	0
b1430	594	98.4446	8	431.5
b1431	669	170.064	5	156.114
b4578	432	23.6063	0	0
b1432	1149	650	5	40.845
b1433	1176	677	1	7.84321
b1434	537	57.4692	3	277.185
b1435	1962	1463	15	54.4414
b1436	231	9.26429	0	0
b4532	177	7.92829	0	0
b1438	417	21.3604	0	0
b1439	1407	908	11	64.3264
b1440	1146	647	0	0
b1441	1014	515	0	0
b1442	942	443	0	0
b1443	795	296	0	0
b1444	1425	926	1	5.73418
b4598	96	6.53212	0	0
b1445	174	7.86552	0	0
b1446	234	9.35207	0	0
b1447	450	26.8585	0	0
b1448	519	48.3653	1	109.786
b1449	1038	539	1	9.85131
b1450	666	167.078	2	63.5614
b1451	2103	1604	21	69.5181
b1452	1062	563	47	443.274
b1453	1500	1001	10	53.0455
b1454	618	120.213	0	0
b1455	213	8.77069	0	0
b1456	2037	1538	0	0
b1457	483	34.9588	0	0
b1459	1053	554	1	9.58458
b1460	1137	638	0	0
b1461	234	9.35207	0	0
b1462	570	79.0173	0	0
b1463	846	347	1	15.3022
b1464	894	395	4	53.7707
b1465	681	182.027	0	0
b1466	696	197.009	0	0
b1467	1545	1046	1	5.07634
b1468	3741	3242	1	1.63783
b1469	1389	890	0	0
b1471	1332	833	0	0
b1472	279	10.9009	0	0
b1473	882	383	4	55.4554
b1474	3048	2549	1	2.08311
b1475	885	386	0	0
b1476	654	155.169	0	0
b1477	285	11.1465	0	0
b1478	1011	512	1	10.3708
b1479	1698	1199	72	318.857
b1480	138	7.18535	0	0
b1481	216	8.84923	0	0
b1482	432	23.6063	0	0
b1483	927	428	0	0
b1484	987	488	0	0
b1485	897	398	0	0
b1486	1023	524	0	0
b1487	1551	1052	0	0
b1488	582	88.3792	0	0
b1489	2400	1901	1	2.79319
b1490	1383	884	1	6.00662
b1491	1320	821	10	64.6755
b1492	1536	1037	5	25.602
b1493	1401	902	0	0
b1494	2796	2297	9	20.8048
b1495	2373	1874	12	34.0012
b1496	1686	1187	6	26.84
b1497	1158	659	0	0
b1498	1683	1184	3	13.454
b1499	762	263	0	0
b1500	198	8.39836	0	0
b1501	2280	1781	1	2.98139
b1502	915	416	0	0
b1503	504	42.0749	0	0
b1504	531	54.2343	0	0
b1505	1227	728	0	0
b1506	204	8.54336	0	0
b1507	1323	824	1	6.444
b1508	267	10.4402	0	0
b4696	5323	4824	1	1.10072
b1511	1593	1094	3	14.5608
b1512	954	455	1	11.67
b1513	1536	1037	0	0
b1514	1029	530	0	0
b1515	993	494	0	0
b1516	1023	524	0	0
b1517	876	377	0	0
b1518	291	11.4031	0	0
b1519	759	260	1	20.4225
b1520	915	416	3	38.2922
b1521	1452	953	2	11.1435
b1522	948	449	1	11.826
b1523	360	15.4367	0	0
b1524	927	428	1	12.4062
b1525	1389	890	1	5.96613
b1526	882	383	2	27.7277
b1527	1116	617	0	0
b1528	1191	692	0	0
b1529	666	167.078	22	699.175
b1530	435	24.1027	0	0
b1531	384	17.5267	0	0
b1532	219	8.9292	0	0
b1533	900	401	1	13.2415
b1534	1188	689	2	15.4132
b4599	96	6.53212	0	0
b1535	891	392	1	13.5455
b1536	393	18.446	0	0
b1537	519	48.3653	0	0
b1538	2046	1547	13	44.6206
b1539	747	248	6	128.464
b1540	687	188.018	9	254.171
b1541	204	8.54336	0	0
b1542	1461	962	0	0
b4600	1368	869	2	12.2206
b1544	234	9.35207	0	0
b1545	591	95.8682	0	0
b1546	576	83.6041	0	0
b1547	963	464	0	0
b1548	528	52.6932	0	0
b4533	234	9.35207	0	0
b1549	411	20.5608	0	0
b1550	174	7.86552	0	0
b1551	156	7.50945	0	0
b1552	213	8.77069	0	0
b1553	498	39.8547	0	0
b4689	255	10.0165	0	0
b1554	534	55.826	0	0
b1555	312	12.3992	0	0
b1556	216	8.84923	0	0
b1557	216	8.84923	0	0
b1558	213	8.77069	0	0
b1559	753	254	0	0
b1560	1050	551	0	0
b1561	252	9.91589	0	0
b1562	156	7.50945	0	0
b1563	288	11.2734	0	0
b1564	240	9.53274	0	0
b1565	306	12.0979	0	0
b1566	333	13.5766	0	0
b1567	183	8.05699	0	0
b1568	279	10.9009	0	0
b1569	231	9.26429	0	0
b1570	408	20.1799	0	0
b1571	156	7.50945	0	0
b1572	129	7.03401	0	0
b1573	219	8.9292	0	0
b1575	189	8.19007	0	0
b1576	192	8.25831	0	0
b1577	765	266	0	0
b1578	693	194.011	0.00100047	0.0273816
b1579	1158	659	0	0
b1580	1020	521	0	0
b1581	1215	716	3	22.248
b1582	327	13.2192	0	0
b1583	342	14.1482	0	0
b1584	561	72.511	10	732.283
b1585	711	212.003	9	225.416
b1586	306	12.0979	0	0
b1587	2427	1928	1	2.75407
b1588	2424	1925	3	8.2751
b1589	618	120.213	1	44.1702
b1590	855	356	1	14.9153
b1591	615	117.399	1	45.2293
b1592	1257	758	1	7.00509
b1593	696	197.009	1	26.9524
b1594	1221	722	5	36.7719
b1595	894	395	1	13.4427
b1596	1254	755	0	0
b1597	309	12.2468	0	0
b4601	84	6.36785	0	0
b1598	822	323	6	98.6351
b1599	330	13.3957	0	0
b1600	366	15.9154	0	0
b1601	1035	536	0	0
b1602	1389	890	6	35.7968
b1603	1533	1034	9	46.2173
b1604	945	446	1	11.9055
b1605	1383	884	4	24.0265
b1606	723	224.001	1	23.7046
b1607	336	13.7623	0	0
b1608	720	221.001	12	288.316
b1609	1302	803	4	26.4501
b1610	930	431	3	36.9595
b1611	1404	905	11	64.5397
b1612	1647	1148	76	351.524
b1613	1176	677	19	149.021
b1614	1509	1010	64	336.466
b1615	1266	767	0	0
b1616	1374	875	0	0
b1617	1812	1313	1	4.04406
b1618	591	95.8682	5	276.935
b1619	768	269	26	513.22
b1620	1029	530	2	20.0372
b1621	1593	1094	1	4.85362
b1622	1173	674	5	39.3906
b1623	1002	503	40	422.255
b1624	1041	542	10	97.9678
b4409	126	6.98504	0	0
b1625	216	8.84923	0	0
b1626	441	25.1479	0	0
b1627	582	88.3792	5	300.402
b1628	579	85.9688	1	61.7649
b1629	2223	1724	15	46.1994
b1630	1059	560	8	75.8551
b1631	621	123.049	0	0
b1632	696	197.009	2	53.9047
b1633	636	137.482	5	193.111
b1634	1503	1004	78	412.519
b1635	606	109.099	13	632.713
b1636	864	365	9	130.928
b1637	1275	776	90	615.834
b1638	657	158.14	13	436.501
b1639	330	13.3957	0	0
b1640	1110	611	2	17.3809
b1641	468	30.877	28	4815.1
b1642	435	24.1027	0	0
b1643	237	9.44154	0	0
b1644	858	359	3	44.372
b1645	2013	1514	2	7.01434
b1646	522	49.7597	0	0
b1647	897	398	9	120.072
b1648	240	9.53274	0	0
b1649	600	103.706	0	0
b1650	1098	599	6	53.1872
b1651	408	20.1799	0	0
b1652	648	149.243	3	106.736
b1653	4617	4118	6	7.73655
b1654	348	14.5549	0	0
b1655	816	317	3	50.251
b1656	582	88.3792	8	480.643
b1657	1170	671	0	0
b4602	90	6.44887	0	0
b1658	1026	527	10	100.756
b1659	933	434	4	48.9388
b1660	1212	713	22	163.838
b1661	1149	650	79	645.352
b1662	642	143.344	11	407.469
b1663	1374	875	7	42.4788
b1664	1257	758	4	28.0203
b1665	77	6.27601	0	0
b1666	77	6.27601	0	0
b1667	306	12.0979	0	0
b1668	1605	1106	3	14.4029
b1669	813	314	0	0
b1670	786	287	0	0
b1671	669	170.064	0	0
b1672	648	149.243	0	0
b1673	2103	1604	0	0
b1674	627	128.777	0	0
b1675	210	8.69356	0	0
b1676	1413	914	278	1615.03
b1677	237	9.44154	0	0
b1678	1005	506	1	10.4938
b1679	417	21.3604	0	0
b1680	1221	722	5	36.7719
b1681	1272	773	5	34.3458
b1682	747	248	3	64.2321
b1683	1488	989	16	85.9026
b1684	369	16.165	0	0
b1685	189	8.19007	0	0
b1686	411	20.5608	0	0
b1687	3057	2558	11	22.8336
b1688	1113	614	19	164.311
b1689	357	15.2072	0	0
b1690	1215	716	1	7.416
b1691	1266	767	0	0
b1692	867	368	0	0
b1693	759	260	4	81.6901
b1694	1596	1097	1	4.84034
b1695	1152	653	1	8.13148
b1696	912	413	0	0
b1697	765	266	0	0
b1698	939	440	0	0
b1699	1290	791	0	0
b1700	294	11.5358	0	0
b1701	1647	1148	0	0
b1702	2379	1880	25	70.6098
b1703	834	335	3	47.5509
b1704	1047	548	21	203.48
b1705	192	8.25831	0	0
b1706	1437	938	25	141.521
b1707	714	215.002	6	148.181
b1708	465	30.1458	0	0
b1709	750	251	3	63.4644
b1710	552	66.4726	10	798.803
b1711	981	482	3	33.0489
b1712	300	11.8104	0	0
b1713	2388	1889	138	387.909
b1714	984	485	32	350.341
b1715	45	5.88363	0	0
b1716	357	15.2072	0	0
b1717	198	8.39836	0	0
b1718	543	60.9118	68	5927.75
b1719	1929	1430	257	954.289
b4494	1902	1403	0	0
b4535	108	6.70564	0	0
b1722	759	260	15	306.338
b1723	930	431	10	123.198
b1724	291	11.4031	0	0
b1725	861	362	3	44.0043
b1726	537	57.4692	8	739.159
b1727	669	170.064	21	655.677
b1728	591	95.8682	0	0
b1729	1392	893	5	29.7304
b1730	804	305	0	0
b1731	243	9.62572	0	0
b1732	2262	1763	4	12.0473
b1733	750	251	1	21.1548
b1734	1353	854	0	0
b1735	843	344	0	0
b1736	351	14.7665	0	0
b1737	1359	860	1	6.17425
b1738	321	12.8791	0	0
b1739	339	13.9528	0	0
b1740	828	329	27	435.763
b1741	888	389	1	13.65
b1742	576	83.6041	0	0
b1743	486	35.8681	0	0
b1744	969	470	0	0
b1745	1344	845	0	0
b1746	1479	980	0	0
b1747	1035	536	0	0
b1748	1221	722	0	0
b1749	807	308	6	103.439
b1750	711	212.003	0	0
b1751	678	179.034	0	0
b1752	708	209.003	0	0
b1753	549	64.5658	1	82.2394
b1754	1167	668	2	15.8978
b1755	1536	1037	0	0
b1756	654	155.169	0	0
b1757	1308	809	1	6.56348
b1758	621	123.049	0	0
b1759	408	20.1799	0	0
b1760	273	10.6657	0	0
b1761	1344	845	7	43.987
b1762	1041	542	0	0
b1763	1962	1463	19	68.9592
b1764	1044	545	9	87.6857
b1765	552	66.4726	0	0
b1766	1857	1358	34	132.942
b1767	1017	518	10	102.507
b1768	642	143.344	9	333.384
b1769	1359	860	2	12.3485
b1770	759	260	13	265.493
b1771	981	482	0	0
b1772	948	449	0	0
b1773	837	338	0	0
b1774	1044	545	0	0
b1775	1380	881	0	0
b1776	1077	578	0	0
b1777	273	10.6657	0	0
b1778	414	20.9541	0	0
b1779	996	497	847	9049.19
b1780	885	386	16	220.098
b1781	855	356	4	59.6613
b1782	747	248	75	1605.8
b1783	1935	1436	3	11.093
b1784	1284	785	1	6.76415
b1785	1476	977	0	0
b1786	1491	992	18	96.3482
b1787	504	42.0749	7	883.401
b1788	105	6.66135	0	0
b1789	447	26.2683	0	0
b1790	822	323	0	0
b1791	1182	683	3	23.3229
b1792	348	14.5549	0	0
b1793	255	10.0165	0	0
b1794	1026	527	18	181.361
b4676	99	6.5746	0	0
b4675	75	6.25028	0	0
b1795	249	9.81725	0	0
b1796	183	8.05699	0	0
b1797	360	15.4367	0	0
b1798	639	140.408	4	151.269
b1799	924	425	7	87.4564
b1800	1086	587	1	9.04575
b1801	1446	947	1	5.60703
b1802	1125	626	0	0
b1803	966	467	0	0
b1804	1128	629	19	160.393
b1805	1686	1187	3	13.42
b1806	582	88.3792	3	180.241
b1807	696	197.009	4	107.809
b1808	1911	1412	4	15.0421
b1809	345	14.3489	0	0
b1810	300	11.8104	0	0
b1811	180	7.99211	0	0
b1812	1362	863	1	6.15279
b1813	579	85.9688	1	61.7649
b1814	1365	866	66	404.677
b1815	1599	1100	0	0
b1816	1557	1058	8	40.1501
b1817	972	473	73	819.491
b1818	801	302	40	703.292
b1819	852	353	21	315.884
b1820	459	28.7601	0	0
b1821	567	76.7977	3	207.422
b1822	810	311	10	170.735
b1823	210	8.69356	0	0
b1824	144	7.29009	0	0
b1825	288	11.2734	0	0
b1826	144	7.29009	0	0
b4536	240	9.53274	0	0
b1827	792	293	15	271.836
b1828	1374	875	0	0
b1829	882	383	34	471.371
b1830	2049	1550	75	256.928
