target_id	length	eff_length	est_counts	tpm
b0918	747	248	3	60.4482
b0919	894	395	1	12.6508
b0920	780	281	1	17.7831
b0921	786	287	19	330.815
b0922	1323	824	10	60.6438
b0923	705	206.004	5	121.285
b0924	4461	3962	139	175.313
b0925	1848	1349	7	25.9298
b0926	549	64.5658	6	464.368
b0927	648	149.243	15	502.241
b0928	1191	692	11	79.4329
b0929	1089	590	227	1922.59
b0930	1401	902	201	1113.53
b0931	1203	704	44	312.316
b0932	2613	2114	23	54.3672
b0933	768	269	0	0
b0934	792	293	0	0
b0935	1146	647	0	0
b0936	960	461	0	0
b0937	576	83.6041	0	0
b0938	540	59.1642	0	0
b0939	702	203.005	0	0
b0940	2601	2102	1	2.37728
b0941	1071	572	1	8.7361
b0942	543	60.9118	0	0
b0943	516	47.0179	0	0
b0944	711	212.003	1	23.5707
b0945	1011	512	18	175.678
b0946	543	60.9118	0	0
b0947	1110	611	29	237.176
b0948	2109	1610	63	195.537
b0949	1908	1409	74	262.443
b0950	1254	755	5	33.0931
b0951	1641	1142	26	113.768
b0952	564	74.6286	3	200.877
b0953	168	7.743	0	0
b0954	519	48.3653	10	1033.19
b0955	1761	1262	39	154.426
b0956	453	27.47	0	0
b0957	1041	542	3084	28433.4
b0958	510	44.4593	5	561.98
b0959	630	131.665	1	37.9529
b0960	2154	1655	24	72.4648
b0961	447	26.2683	0	0
b0962	2055	1556	21	67.4409
b0963	459	28.7601	0	0
b0964	663	164.095	0	0
b0965	414	20.9541	0	0
b0966	318	12.7153	0	0
b0967	1191	692	43	310.51
b0968	279	10.9009	0	0
b0969	330	13.3957	0	0
b0970	660	161.116	25	775.383
b0971	88	6.42162	0	0
b0972	1119	620	0	0
b0973	1794	1295	1	3.85873
b0974	708	209.003	0	0
b0975	588	93.3306	1	53.5414
b0976	399	19.1073	0	0
b0977	858	359	0	0
b0978	1545	1046	0	0
b0979	1137	638	0	0
b4592	93	6.49021	0	0
b0980	1299	800	0	0
b0981	2181	1682	7	20.7963
b0982	447	26.2683	0	0
b0983	1140	641	2	15.5914
b0984	2097	1598	1	3.12707
b0985	747	248	1	20.1494
b0986	645	146.29	0	0
b0987	306	12.0979	0	0
b4516	276	10.782	0	0
b0988	504	42.0749	0.75	89.0743
b0989	213	8.77069	0	0
b0990	213	8.77069	0	0
b0991	231	9.26429	0	0
b4517	174	7.86552	0	0
b0992	1074	575	2	17.381
b0993	2745	2246	4	8.89947
b0994	1029	530	2	18.8568
b0995	693	194.011	5	128.783
b0996	1173	674	0	0
b0997	2547	2048	1	2.43997
b0998	600	103.706	0	0
b0999	306	12.0979	0	0
b1000	921	422	9	106.572
b1001	1257	758	4	26.3697
b1002	1242	743	0	0
b1003	228	9.17816	0	0
b1004	597	101.058	0	0
b4518	174	7.86552	0	0
b1006	1329	830	0	0
b1007	495	38.8032	0	0
b1008	591	95.8682	0	0
b1009	801	302	0	0
b1010	387	17.824	0	0
b1011	693	194.011	0	0
b1012	1149	650	0	0
b1013	639	140.408	4	142.358
b1014	3963	3464	15	21.6385
b1015	1509	1010	13	64.3185
b4490	831	332	7	105.36
b1018	1128	629	25	198.611
b1019	1272	773	13	84.0384
b1020	1065	566	0	0
b1021	414	20.9541	0	0
b1022	1326	827	2	12.0848
b1023	2019	1520	1	3.28753
b1024	2424	1925	5	12.9794
b1025	1359	860	7	40.6737
b1026	867	368	0.2	2.71579
b1027	300	11.8104	0	0
b1028	342	14.1482	0	0
b1029	987	488	0	0
b1032	88	6.42162	0	0
b1033	939	440	2	22.7139
b1034	738	239	11	229.99
b1035	555	68.4326	9	657.194
b1036	492	37.7891	0	0
b1037	834	335	0	0
b1038	417	21.3604	0	0
b1039	390	18.1303	0	0
b1040	651	152.203	1	32.8316
b1041	456	28.1035	0	0
b1042	456	28.1035	0	0
b1043	333	13.5766	0	0
b1044	312	12.3992	0	0
b1045	534	55.826	1	89.5111
b1046	1422	923	4	21.6557
b1047	1158	659	12	90.9933
b1048	1536	1037	93	448.144
b1049	2544	2045	63	153.943
b1050	228	9.17816	0	0
b1051	375	16.6861	0	0
b1053	1227	728	0	0
b1054	921	422	13	153.938
b1055	1053	554	50	450.997
b1056	576	83.6041	2	119.541
b1057	567	76.7977	0	0
b1058	141	7.23733	0	0
b1059	1119	620	9	72.5378
b1060	255	10.0165	0	0
b1061	246	9.72054	0	0
b1062	1047	548	15	136.781
b1063	561	72.511	4	275.657
b1064	648	149.243	4	133.931
b1065	1209	710	0	0
b1066	585	90.8337	3	165.04
b1067	648	149.243	1	33.4827
b1068	924	425	1	11.7578
b1069	1536	1037	17	81.9189
b1070	417	21.3604	0	0
b1071	294	11.5358	0	0
b1072	660	161.116	0	0
b1073	417	21.3604	0	0
b1074	405	19.811	0	0
b1075	696	197.009	0	0
b1076	1209	710	0	0
b1077	756	257	0	0
b1078	783	284	0	0
b1079	699	200.007	0	0
b1080	1098	599	0	0
b1081	942	443	0	0
b1082	1644	1145	0	0
b1083	954	455	2	21.9651
b1084	3186	2687	126	234.324
b1085	321	12.8791	0	0
b1086	960	461	25	270.99
b1087	585	90.8337	0	0
b1088	522	49.7597	73	7330.93
b1089	174	7.86552	0	0
b1090	1071	572	29	253.347
b1091	954	455	27	296.528
b1092	930	431	194	2249.25
b1093	735	236	54	1143.39
b1094	237	9.44154	0	0
b1095	1242	743	388	2609.5
b1096	810	311	3	48.2031
b1097	1023	524	13	123.973
b1098	642	143.344	9	313.744
b1099	1005	506	2	19.7512
b1100	798	299	13	217.263
b1101	1434	935	284	1517.82
b1102	2190	1691	6	17.7305
b1103	360	15.4367	0	0
b1104	378	16.9581	0	0
b1105	642	143.344	6	209.163
b1106	825	326	0	0
b1107	1026	527	26	246.534
b1108	543	60.9118	9	738.337
b1109	1305	806	79	489.785
b1110	540	59.1642	0	0
b1111	633	134.567	6	222.806
b1112	258	10.1192	0	0
b1113	963	464	3	32.3085
b1114	3447	2948	38	64.4125
b1115	1074	575	0	0
b1116	1200	701	16	114.055
b1117	702	203.005	0	0
b1118	1245	746	12	80.3815
b1119	912	413	11	133.093
b1120	729	230.001	8	173.81
b1121	789	290	1	17.2312
b1122	462	29.4405	0	0
b1123	1047	548	51	465.054
b1124	795	296	3	50.6458
b1125	828	329	6	91.1316
b1126	1137	638	43	336.792
b1127	1227	728	7	48.0486
b1128	1122	623	40	320.838
b1129	1461	962	21	109.083
b1130	672	173.052	6	173.256
b1131	1371	872	85	487.098
b1132	642	143.344	8	278.884
b1133	1107	608	63	517.787
b1134	462	29.4405	0	0
b1135	654	155.169	3	96.612
b1136	1251	752	201	1335.65
b1137	666	167.078	1	29.9085
b1138	705	206.004	6	145.542
b1139	894	395	6	75.9046
b1140	1128	629	0	0
b1141	246	9.72054	0	0
b1143	342	14.1482	0	0
b1144	309	12.2468	0	0
b1145	675	176.042	22	624.482
b1146	201	8.47023	0	0
b1147	558	70.4455	1	70.935
b1148	339	13.9528	0	0
b4692	234	9.35207	0	0
b4693	1134	635	0	0
b1150	183	8.05699	0	0
b1151	412	20.6905	0	0
b1152	780	281	0	0
b1153	585	90.8337	0	0
b1154	630	131.665	1	37.9529
b1155	414	20.9541	0	0
b1156	603	106.387	0	0
b1157	501	40.9449	0	0
b1158	555	68.4326	0	0
b1159	834	335	3	44.7497
b4519	165	7.68321	0	0
b1160	324	13.047	0	0
b1161	405	19.811	0	0
b1162	732	233	3	64.3396
b1163	1212	713	6	42.0509
b1164	237	9.44154	0	0
b1165	273	10.6657	0	0
b1166	267	10.4402	0	0
b1167	249	9.81725	0	0
b1168	1524	1025	1	4.87517
b4520	219	8.9292	0	0
b4491	2648	2149	0	0
b1171	330	13.3957	0	0
b1172	345	14.3489	0	0
b4593	174	7.86552	0	0
b4594	186	8.12297	0	0
b4521	345	14.3489	0	0
b1174	267	10.4402	0	0
b1175	813	314	46	732.052
b1176	696	197.009	10	253.646
b1177	369	16.165	0	0
b1178	402	19.4536	0	0
b1179	294	11.5358	0	0
b1180	660	161.116	15	465.23
b1181	462	29.4405	1	169.734
b1182	912	413	0	0
b1183	420	21.7802	0	0
b1184	1269	770	0	0
b1185	531	54.2343	3	276.415
b1186	1542	1043	15	71.8655
b1187	720	221.001	10	226.11
b1188	1533	1034	1	4.83274
b1189	1299	800	5	31.2316
b1190	1071	572	7	61.1527
b1191	1737	1238	7	28.2547
b1192	915	416	1	12.0121
b1193	612	114.607	3	130.805
b1194	735	236	0	0
b1195	255	10.0165	0	0
b1196	441	25.1479	0	0
b1197	1698	1199	2	8.33536
b1198	1419	920	26	141.221
b1199	633	134.567	6	222.806
b1200	1071	572	16	139.778
b1201	1920	1421	12	42.1989
b1202	2868	2369	0	0
b1203	1092	593	69	581.444
b1204	585	90.8337	6	330.079
b1205	279	10.9009	0	0
b1206	1680	1181	7	29.6184
b1207	948	449	92	1023.89
b1208	852	353	9	127.404
b1209	624	125.904	8	317.514
b1210	1257	758	10	65.9242
b1211	1083	584	20	171.132
b1212	834	335	5	74.5829
b1213	393	18.446	0	0
b1214	810	311	24	385.625
b1215	855	356	39	547.43
b4419	108	6.70564	0	0
b4421	108	6.70564	0	0
b4423	108	6.70564	0	0
b1216	1101	602	23	190.917
b1217	231	9.26429	0	0
b1218	696	197.009	0	0
b1219	354	14.9839	0	0
b1220	1395	896	2	11.1541
b1221	651	152.203	12	393.979
b1222	1797	1298	3	11.5494
b1223	1392	893	0	0
b1224	3744	3245	0	0
b1225	1539	1040	0	0
b1226	711	212.003	0	0
b1227	678	179.034	0	0
b1229	90	6.44887	0	0
b1230	85	6.3812	0	0
b1231	85	6.3812	0	0
b1232	843	344	17	246.947
b1233	459	28.7601	0	0
b1234	906	407	4	49.1111
b1235	1014	515	4	38.812
b1236	909	410	81	987.222
b1237	414	20.9541	0	0
b1238	618	120.213	3	124.704
b4573	900	401	0	0
b1241	2676	2177	187	429.237
b1242	648	149.243	1	33.4827
b1243	1632	1133	277	1221.7
b1244	921	422	21	248.668
b1245	909	410	43	524.081
b1246	1014	515	58	562.775
b1247	1005	506	54	533.282
b1248	330	13.3957	0	0
b1249	1461	962	23	119.472
b4595	174	7.86552	0	0
b1250	1254	755	3	19.8558
b1251	297	11.6716	0	0
b1252	720	221.001	16	361.775
b1253	399	19.1073	0	0
b1254	540	59.1642	1	84.4607
b1255	744	245	4	81.5845
b1256	639	140.408	0	0
b1257	507	43.2459	0	0
b1258	501	40.9449	0	0
b1259	180	7.99211	0	0
b1260	807	308	0	0
b1261	1194	695	2	14.38
b1262	1362	863	1	5.79033
b1263	1596	1097	1	4.5552
b1264	1563	1064	0	0
b1265	45	5.88363	0	0
b1266	882	383	4	52.1885
b1267	621	123.049	4	162.441
b1268	1896	1397	7	25.0389
b1269	876	377	23	304.86
b1270	591	95.8682	1	52.1242
b1271	759	260	3	57.6583
b1272	1050	551	18	163.243
b1273	252	9.91589	0	0
b1274	2598	2099	273	649.926
b1275	975	476	42	440.916
b4522	165	7.68321	0	0
b4523	168	7.743	0	0
b1276	2676	2177	6	13.7723
b1277	591	95.8682	13	677.614
b1278	765	266	2	37.5718
b1279	309	12.2468	0	0
b1280	1170	671	5	37.2358
b1281	738	239	17	355.438
b1282	327	13.2192	0	0
b1283	219	8.9292	0	0
b1284	750	251	14	278.72
b4596	174	7.86552	0	0
b1285	1986	1487	8	26.8839
b4672	105	6.66135	0	0
b1286	1935	1436	127	441.94
b1287	1128	629	1	7.94444
b1288	789	290	59	1016.64
b1289	354	14.9839	0	0
b1290	807	308	0	0
b1291	993	494	7	70.8084
b1292	891	392	2	25.4952
b1293	966	467	1	10.7003
b1294	1644	1145	16	69.8278
b1295	246	9.72054	0	0
b1296	1386	887	1	5.63365
b1297	1419	920	0	0
b1298	765	266	0	0
b1299	558	70.4455	0	0
b1300	1488	989	0	0
b1301	1281	782	0	0
b1302	1266	767	0	0
b1303	978	479	2	20.8645
b1304	669	170.064	15	440.751
b1305	225	9.09363	0	0
b1306	360	15.4367	0	0
b1307	222	9.01066	0	0
b1308	315	12.5554	0	0
b1309	1680	1181	3	12.6936
b1310	1293	794	0	0
b1311	882	383	0	0
b1312	843	344	0	0
b1313	1053	554	1	9.01995
b1314	789	290	0	0
b1315	1056	557	0	0
b1316	2268	1769	0	0
b1317	660	161.116	0	0
b4524	1083	584	0	0
b1319	906	407	0	0
b1320	999	500	3	29.9823
b1321	1398	899	9	50.0261
b1322	1062	563	1	8.87576
b1323	1542	1043	41	196.432
b1324	507	43.2459	3	346.649
b1325	966	467	6	64.2019
b1326	729	230.001	1	21.7263
b4525	138	7.18535	0	0
b4673	66	6.13712	0	0
b1327	921	422	0	0
b1328	900	401	1	12.4615
b1329	1614	1115	26	116.523
b1330	1032	533	8	75.0026
b1331	1017	518	11.1308	107.377
b1332	258	10.1192	0	0
b1333	951	452	16	176.887
b1334	753	254	80	1573.87
b1335	516	47.0179	0	0
b1336	1527	1028	0	0
b1337	1446	947	0	0
b1338	1311	812	0	0
b1339	909	410	2	24.3759
b1340	564	74.6286	4	267.836
b1341	1233	734	0	0
b1342	984	485	5	51.516
b1343	1374	875	4	22.8437
b1344	936	437	44	503.136
b1345	1236	737	1	6.78026
b1346	216	8.84923	0	0
b1347	210	8.69356	0	0
b1348	195	8.32774	0	0
b1349	810	311	0	0
b1350	2601	2102	4	9.50914
b1351	276	10.782	0	0
b4526	171	7.80376	0	0
b1352	222	9.01066	0	0
b1353	489	36.8111	1	135.748
b4527	156	7.50945	0	0
b1355	135	7.13415	0	0
b1356	477	33.2366	0	0
b1357	297	11.6716	0	0
b1358	423	22.2141	0	0
b1359	858	359	0	0
b1360	747	248	0	0
b1361	500	40.5771	0	0
b1362	444	25.6983	1	194.45
b4528	186	8.12297	0	0
b1363	1458	959	10	52.1069
b1365	264	10.331	0	0
b1366	453	27.47	0	0
b1368	933	434	0	0
b4570	400	19.2215	0	0
b1370	981	482	2.04289	21.1793
b1372	3363	2864	1	1.74478
b1373	576	83.6041	0	0
b1374	591	95.8682	1	52.1242
b1375	234	9.35207	0	0
b4638	51	5.95604	0	0
b1376	435	24.1027	0	0
b1377	1134	635	0	0
b1378	3525	3026	74	122.202
b4529	267	10.4402	0	0
b1379	423	22.2141	0	0
b1380	990	491	5	50.8865
b1381	2640	2141	17	39.6777
b1382	186	8.12297	0	0
b1383	327	13.2192	0	0
b1384	906	407	2	24.5555
b1385	1500	1001	1	4.99206
b1386	2274	1775	0	0
b1387	2046	1547	0	0
b1388	930	431	0	0
b1389	288	11.2734	0	0
b1390	747	248	0	0
b1391	498	39.8547	0	0
b1392	1071	572	0	0
b1393	768	269	0	0
b1394	789	290	0	0
b1395	1428	929	1	5.37896
b1396	423	22.2141	0	0
b1397	1206	707	0	0
b1398	1314	815	2	12.2627
b1399	951	452	9	99.4988
b1400	591	95.8682	2	104.248
b4674	66	6.13712	0	0
b4492	6063	5564	17	15.2678
b1402	906	407	1.66667	20.4629
b1403	366	15.9154	0	0
b1404	1152	653	0	0
b1406	861	362	1	13.804
b1407	2307	1808	0	0
b1408	606	109.099	0	0
b1409	897	398	0	0
b1410	1758	1259	1	3.96906
b1411	1293	794	0	0
b1412	606	109.099	2	91.6061
b1413	3903	3404	46	67.5277
b1414	801	302	8	132.372
b1415	1440	941	10	53.1036
b4493	1002	503	23	228.493
b1418	531	54.2343	0	0
b1419	174	7.86552	0	0
b4428	150	7.39808	0	0
b1420	168	7.743	0	0
b1421	1641	1142	0	0
b1422	924	425	4	47.0311
b1423	1344	845	0	0
b1424	1656	1157	10	43.1897
b1426	225	9.09363	0	0
b1427	540	59.1642	4	337.843
b1428	981	482	1	10.3673
b1429	993	494	0	0
b1430	594	98.4446	4	203.04
b1431	669	170.064	8	235.067
b4578	432	23.6063	0	0
b1432	1149	650	2	15.3755
b1433	1176	677	1	7.38117
b1434	537	57.4692	0	0
b1435	1962	1463	31	105.884
b1436	231	9.26429	0	0
b4532	177	7.92829	0	0
b1438	417	21.3604	0	0
b1439	1407	908	7	38.5235
b1440	1146	647	0	0
b1441	1014	515	0	0
b1442	942	443	0	0
b1443	795	296	0	0
b1444	1425	926	2	10.7928
b4598	96	6.53212	0	0
b1445	174	7.86552	0	0
b1446	234	9.35207	0	0
b1447	450	26.8585	0	0
b1448	519	48.3653	0	0
b1449	1038	539	0	0
b1450	666	167.078	4	119.634
b1451	2103	1604	35	109.038
b1452	1062	563	31	275.148
b1453	1500	1001	20	99.8412
b1454	618	120.213	0	0
b1455	213	8.77069	0	0
b1456	2037	1538	0	0
b1457	483	34.9588	0	0
b1459	1053	554	0	0
b1460	1137	638	0.5	3.91618
b1461	234	9.35207	0	0
b1462	570	79.0173	0	0
b1463	846	347	0	0
b1464	894	395	4	50.603
b1465	681	182.027	0	0
b1466	696	197.009	0	0
b1467	1545	1046	0	0
b1468	3741	3242	0	0
b1469	1389	890	0	0
b1471	1332	833	0	0
b1472	279	10.9009	0	0
b1473	882	383	3	39.1414
b1474	3048	2549	0	0
b1475	885	386	1	12.9457
b1476	654	155.169	0	0
b1477	285	11.1465	0	0
b1478	1011	512	1	9.75987
b1479	1698	1199	44	183.378
b1480	138	7.18535	0	0
b1481	216	8.84923	0	0
b1482	432	23.6063	0	0
b1483	927	428	0	0
b1484	987	488	0	0
b1485	897	398	0	0
b1486	1023	524	0	0
b1487	1551	1052	0	0
b1488	582	88.3792	0	0
b1489	2400	1901	1	2.62864
b1490	1383	884	1	5.65277
b1491	1320	821	0	0
b1492	1536	1037	1	4.81876
b1493	1401	902	1.5	8.30995
b1494	2796	2297	16	34.8075
b1495	2373	1874	11	29.3317
b1496	1686	1187	14	58.9374
b1497	1158	659	1	7.58278
b1498	1683	1184	2	8.44096
b1499	762	263	0	0
b1500	198	8.39836	0	0
b1501	2280	1781	6	16.8345
b1502	915	416	0	0
b1503	504	42.0749	0	0
b1504	531	54.2343	0	0
b1505	1227	728	2	13.7282
b1506	204	8.54336	0	0
b1507	1323	824	3	18.1931
b1508	267	10.4402	0	0
b4696	5323	4824	1	1.03587
b1511	1593	1094	1	4.56769
b1512	954	455	0	0
b1513	1536	1037	0	0
b1514	1029	530	0	0
b1515	993	494	0	0
b1516	1023	524	0	0
b1517	876	377	1	13.2548
b1518	291	11.4031	0	0
b1519	759	260	2	38.4388
b1520	915	416	4	48.0486
b1521	1452	953	2	10.487
b1522	948	449	2	22.2586
b1523	360	15.4367	0	0
b1524	927	428	7	81.7275
b1525	1389	890	4	22.4587
b1526	882	383	2	26.0943
b1527	1116	617	0	0
b1528	1191	692	3	21.6635
b1529	666	167.078	25	747.712
b1530	435	24.1027	0	0
b1531	384	17.5267	0	0
b1532	219	8.9292	0	0
b1533	900	401	3	37.3844
b1534	1188	689	1	7.25261
b4599	96	6.53212	0	0
b1535	891	392	1	12.7476
b1536	393	18.446	0	0
b1537	519	48.3653	1	103.319
b1538	2046	1547	13	41.992
b1539	747	248	5	100.747
b1540	687	188.018	6	159.465
b1541	204	8.54336	0	0
b1542	1461	962	0	0
b4600	1368	869	2	11.5007
b1544	234	9.35207	0	0
b1545	591	95.8682	0	0
b1546	576	83.6041	0	0
b1547	963	464	0	0
b1548	528	52.6932	0	0
b4533	234	9.35207	0	0
b1549	411	20.5608	0	0
b1550	174	7.86552	0	0
b1551	156	7.50945	0	0
b1552	213	8.77069	0	0
b1553	498	39.8547	0	0
b4689	255	10.0165	0	0
b1554	534	55.826	0	0
b1555	312	12.3992	0	0
b1556	216	8.84923	0	0
b1557	216	8.84923	0	0
b1558	213	8.77069	0	0
b1559	753	254	0	0
b1560	1050	551	1	9.06906
b1561	252	9.91589	0	0
b1562	156	7.50945	0	0
b1563	288	11.2734	0	0
b1564	240	9.53274	0	0
b1565	306	12.0979	0	0
b1566	333	13.5766	0	0
b1567	183	8.05699	0	0
b1568	279	10.9009	0	0
b1569	231	9.26429	0	0
b1570	408	20.1799	0	0
b1571	156	7.50945	0	0
b1572	129	7.03401	0	0
b1573	219	8.9292	0	0
b1575	189	8.19007	0	0
b1576	192	8.25831	0	0
b1577	765	266	0	0
b1578	693	194.011	0	0
b1579	1158	659	0	0
b1580	1020	521	0	0
b1581	1215	716	1	6.97912
b1582	327	13.2192	0	0
b1583	342	14.1482	0	0
b1584	561	72.511	14	964.801
b1585	711	212.003	2	47.1414
b1586	306	12.0979	0	0
b1587	2427	1928	3	7.77549
b1588	2424	1925	1	2.59587
b1589	618	120.213	0	0
b1590	855	356	0	0
b1591	615	117.399	1	42.5648
b1592	1257	758	0	0
b1593	696	197.009	3	76.0938
b1594	1221	722	11	76.1324
b1595	894	395	0	0
b1596	1254	755	2	13.2372
b1597	309	12.2468	0	0
b4601	84	6.36785	0	0
b1598	822	323	2	30.9415
b1599	330	13.3957	0	0
b1600	366	15.9154	0	0
b1601	1035	536	1	9.32286
b1602	1389	890	24	134.752
b1603	1533	1034	32	154.648
b1604	945	446	2	22.4083
b1605	1383	884	9	50.875
b1606	723	224.001	1	22.3082
b1607	336	13.7623	0	0
b1608	720	221.001	9	203.499
b1609	1302	803	6	37.3379
b1610	930	431	2	23.1882
b1611	1404	905	4	22.0864
b1612	1647	1148	37	161.055
b1613	1176	677	19	140.242
b1614	1509	1010	52	257.274
b1615	1266	767	0	0
b1616	1374	875	0	0
b1617	1812	1313	0	0
b1618	591	95.8682	1	52.1242
b1619	768	269	12	222.917
b1620	1029	530	2	18.8568
b1621	1593	1094	0	0
b1622	1173	674	3	22.2421
b1623	1002	503	14	139.083
b1624	1041	542	4	36.8786
b4409	126	6.98504	0	0
b1625	216	8.84923	0	0
b1626	441	25.1479	0	0
b1627	582	88.3792	5	282.705
b1628	579	85.9688	0	0
b1629	2223	1724	29	84.0571
b1630	1059	560	10	89.2331
b1631	621	123.049	7	284.271
b1632	696	197.009	3	76.0938
b1633	636	137.482	6	218.082
b1634	1503	1004	51	253.834
b1635	606	109.099	4	183.212
b1636	864	365	3	41.0717
b1637	1275	776	86	553.797
b1638	657	158.14	8	252.792
b1639	330	13.3957	0	0
b1640	1110	611	2	16.357
b1641	468	30.877	16	2589.39
b1642	435	24.1027	0	0
b1643	237	9.44154	0	0
b1644	858	359	3	41.7581
b1645	2013	1514	4	13.2022
b1646	522	49.7597	0	0
b1647	897	398	8	100.443
b1648	240	9.53274	0	0
b1649	600	103.706	1	48.1848
b1650	1098	599	3	25.027
b1651	408	20.1799	0	0
b1652	648	149.243	1	33.4827
b1653	4617	4118	3	3.6404
b1654	348	14.5549	0	0
b1655	816	317	4	63.0543
b1656	582	88.3792	11	621.951
b1657	1170	671	0	0
b4602	90	6.44887	0	0
b1658	1026	527	36	341.355
b1659	933	434	5	57.5697
b1660	1212	713	6	42.0509
b1661	1149	650	36	276.76
b1662	642	143.344	8	278.884
b1663	1374	875	5	28.5546
b1664	1257	758	14	92.2938
b1665	77	6.27601	0	0
b1666	77	6.27601	0	0
b1667	306	12.0979	0	0
b1668	1605	1106	0	0
b1669	813	314	2	31.8284
b1670	786	287	0	0
b1671	669	170.064	0	0
b1672	648	149.243	0	0
b1673	2103	1604	0	0
b1674	627	128.777	0	0
b1675	210	8.69356	0	0
b1676	1413	914	216	1180.92
b1677	237	9.44154	0	0
b1678	1005	506	1	9.87559
b1679	417	21.3604	0	0
b1680	1221	722	1	6.92112
b1681	1272	773	0	0
b1682	747	248	3	60.4482
b1683	1488	989	10	50.5263
b1684	369	16.165	0	0
b1685	189	8.19007	0	0
b1686	411	20.5608	0	0
b1687	3057	2558	8	15.628
b1688	1113	614	8	65.1082
b1689	357	15.2072	0	0
b1690	1215	716	0	0
b1691	1266	767	0	0
b1692	867	368	0	0
b1693	759	260	1	19.2194
b1694	1596	1097	0	0
b1695	1152	653	0	0
b1696	912	413	0	0
b1697	765	266	0	0
b1698	939	440	1	11.3569
b1699	1290	791	0	0
b1700	294	11.5358	0	0
b1701	1647	1148	2	8.70566
b1702	2379	1880	4	10.632
b1703	834	335	1	14.9166
b1704	1047	548	13	118.543
b1705	192	8.25831	0	0
b1706	1437	938	17	90.5649
b1707	714	215.002	2	46.4838
b1708	465	30.1458	0	0
b1709	750	251	2	39.8171
b1710	552	66.4726	5	375.873
b1711	981	482	6	62.204
b1712	300	11.8104	0	0
b1713	2388	1889	255	674.562
b1714	984	485	92	947.894
b1715	45	5.88363	0	0
b1716	357	15.2072	0	0
b1717	198	8.39836	0	0
b1718	543	60.9118	83	6809.11
b1719	1929	1430	295	1030.86
b4494	1902	1403	0	0
b4535	108	6.70564	0	0
b1722	759	260	18	345.95
b1723	930	431	5	57.9704
b1724	291	11.4031	0	0
b1725	861	362	1	13.804
b1726	537	57.4692	10	869.519
b1727	669	170.064	18	528.901
b1728	591	95.8682	0	0
b1729	1392	893	20	111.916
b1730	804	305	0	0
b1731	243	9.62572	0	0
b1732	2262	1763	0	0
b1733	750	251	1	19.9086
b1734	1353	854	1	5.85135
b1735	843	344	0	0
b1736	351	14.7665	0	0
b1737	1359	860	0	0
b1738	321	12.8791	0	0
b1739	339	13.9528	0	0
b1740	828	329	29	440.47
b1741	888	389	2	25.6918
b1742	576	83.6041	0	0
b1743	486	35.8681	0	0
b1744	969	470	0	0
b1745	1344	845	0	0
b1746	1479	980	0	0
b1747	1035	536	0	0
b1748	1221	722	1	6.92112
b1749	807	308	8	129.794
b1750	711	212.003	1	23.5707
b1751	678	179.034	0	0
b1752	708	209.003	0	0
b1753	549	64.5658	1	77.3947
b1754	1167	668	0	0
b1755	1536	1037	0	0
b1756	654	155.169	0	0
b1757	1308	809	0	0
b1758	621	123.049	0	0
b1759	408	20.1799	0	0
b1760	273	10.6657	0	0
b1761	1344	845	7	41.3957
b1762	1041	542	2	18.4393
b1763	1962	1463	19	64.8968
b1764	1044	545	18	165.04
b1765	552	66.4726	1	75.1746
b1766	1857	1358	35	128.79
b1767	1017	518	16	154.349
b1768	642	143.344	15	522.907
b1769	1359	860	0	0
b1770	759	260	2	38.4388
b1771	981	482	2	20.7347
b1772	948	449	0	0
b1773	837	338	0	0
b1774	1044	545	1	9.1689
b1775	1380	881	0	0
b1776	1077	578	0	0
b1777	273	10.6657	0	0
b1778	414	20.9541	0	0
b1779	996	497	489	4916.62
b1780	885	386	9	116.512
b1781	855	356	4	56.1466
b1782	747	248	163	3284.35
b1783	1935	1436	1	3.47984
b1784	1284	785	0	0
b1785	1476	977	0	0
b1786	1491	992	13	65.4855
b1787	504	42.0749	4	475.063
b1788	105	6.66135	0	0
b1789	447	26.2683	0	0
b1790	822	323	1	15.4707
b1791	1182	683	1	7.31633
b1792	348	14.5549	0	0
b1793	255	10.0165	0	0
b1794	1026	527	12	113.785
b4676	99	6.5746	0	0
b4675	75	6.25028	0	0
b1795	249	9.81725	0	0
b1796	183	8.05699	0	0
b1797	360	15.4367	0	0
b1798	639	140.408	13	462.663
b1799	924	425	3	35.2733
b1800	1086	587	0	0
b1801	1446	947	0	0
b1802	1125	626	1	7.98251
b1803	966	467	0	0
b1804	1128	629	26	206.555
b1805	1686	1187	13	54.7276
b1806	582	88.3792	7	395.787
b1807	696	197.009	6	152.188
b1808	1911	1412	9	31.8509
b1809	345	14.3489	0	0
b1810	300	11.8104	0	0
b1811	180	7.99211	0	0
b1812	1362	863	2	11.5807
b1813	579	85.9688	1	58.1263
b1814	1365	866	63	363.527
b1815	1599	1100	0	0
b1816	1557	1058	4	18.8924
b1817	972	473	67	707.828
b1818	801	302	26	430.21
b1819	852	353	16	226.495
b1820	459	28.7601	0	0
b1821	567	76.7977	3	195.203
b1822	810	311	12	192.812
b1823	210	8.69356	0	0
b1824	144	7.29009	0	0
b1825	288	11.2734	0	0
b1826	144	7.29009	0	0
b4536	240	9.53274	0	0
b1827	792	293	34	579.863
b1828	1374	875	0	0
b1829	882	383	46	600.168
b1830	2049	1550	89	286.927
b1831	699	200.007	157	3922.55
b1832	498	39.8547	11	1379.2
